epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
35,125.808,0.24428,0.52,1,1.47217,0.0098317,0.0098317,0.0098317
36,129.338,0.28842,0.48,1,2.58008,0.00982675,0.00982675,0.00982675
37,132.808,0.27786,0.59,1,2.12256,0.0098218,0.0098218,0.0098218
38,136.373,0.18643,0.39,1,1.60107,0.00981685,0.00981685,0.00981685
39,139.834,0.24238,0.78,1,0.79346,0.0098119,0.0098119,0.0098119
40,143.379,0.51873,0.62,1,1.05566,0.00980695,0.00980695,0.00980695
41,146.862,0.35145,0.49,1,1.7251,0.009802,0.009802,0.009802
42,150.398,0.30893,0.72,1,0.83276,0.00979705,0.00979705,0.00979705
43,153.877,0.34988,0.48,1,1.91406,0.0097921,0.0097921,0.0097921
44,157.422,0.32578,0.58,1,1.43945,0.00978715,0.00978715,0.00978715
45,160.926,0.27821,0.6,1,1.10107,0.0097822,0.0097822,0.0097822
46,164.493,0.28882,0.34,1,1.87061,0.00977725,0.00977725,0.00977725
47,168.021,0.34615,0.53,1,1.33984,0.0097723,0.0097723,0.0097723
48,171.636,0.36425,0.59,1,1.13867,0.00976735,0.00976735,0.00976735
49,175.093,0.31814,0.76,1,1.0022,0.0097624,0.0097624,0.0097624
50,178.64,0.22227,0.49,1,2.22754,0.00975745,0.00975745,0.00975745
51,182.12,0.27343,0.69,1,1.0979,0.0097525,0.0097525,0.0097525
52,185.698,0.27985,0.78,1,0.91895,0.00974755,0.00974755,0.00974755
53,189.277,0.34633,0.75,1,0.78467,0.0097426,0.0097426,0.0097426
54,192.768,0.2323,0.58,1,1.41162,0.00973765,0.00973765,0.00973765
55,196.335,0.24781,0.73,1,0.92725,0.0097327,0.0097327,0.0097327
56,199.852,0.22977,0.77,1,1.31689,0.00972775,0.00972775,0.00972775
57,203.345,0.28233,0.68,1,1.58447,0.0097228,0.0097228,0.0097228
58,206.905,0.27127,0.65,1,1.21729,0.00971785,0.00971785,0.00971785
59,210.454,0.20903,0.7,1,0.90137,0.0097129,0.0097129,0.0097129
60,214.013,0.23741,0.65,1,0.98535,0.00970795,0.00970795,0.00970795
61,217.554,0.20089,0.7,1,0.86621,0.009703,0.009703,0.009703
62,221.164,0.24187,0.72,1,1.25659,0.00969805,0.00969805,0.00969805
63,224.673,0.2575,0.67,1,1.71143,0.0096931,0.0096931,0.0096931
64,228.202,0.29645,0.65,1,1.53369,0.00968815,0.00968815,0.00968815
65,231.761,0.18742,0.6,1,1.89941,0.0096832,0.0096832,0.0096832
66,235.394,0.24003,0.62,1,1.60449,0.00967825,0.00967825,0.00967825
67,238.953,0.2043,0.53,1,1.84863,0.0096733,0.0096733,0.0096733
68,242.542,0.19648,0.63,1,1.18555,0.00966835,0.00966835,0.00966835
69,246.087,0.2649,0.65,1,1.20093,0.0096634,0.0096634,0.0096634
70,249.649,0.22611,0.63,1,1.11572,0.00965845,0.00965845,0.00965845
71,253.154,0.3332,0.66,1,0.9834,0.0096535,0.0096535,0.0096535
72,256.745,0.30003,0.74,1,0.72461,0.00964855,0.00964855,0.00964855
73,260.229,0.37,0.7,1,0.88794,0.0096436,0.0096436,0.0096436
74,263.783,0.1894,0.56,1,1.7959,0.00963865,0.00963865,0.00963865
75,267.256,0.36641,0.59,1,1.23633,0.0096337,0.0096337,0.0096337
76,270.75,0.17136,0.65,1,1.08276,0.00962875,0.00962875,0.00962875
77,274.297,0.22459,0.63,1,0.86694,0.0096238,0.0096238,0.0096238
78,277.844,0.18999,0.64,1,1.073,0.00961885,0.00961885,0.00961885
79,281.378,0.26779,0.65,1,1.10693,0.0096139,0.0096139,0.0096139
80,284.891,0.20128,0.69,1,1.3999,0.00960895,0.00960895,0.00960895
81,288.41,0.157,0.68,1,1.33252,0.009604,0.009604,0.009604
