epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
62,225.438,0.50333,0.51,1,0.77612,0.00969805,0.00969805,0.00969805
63,228.905,0.39823,0.39,1,0.75586,0.0096931,0.0096931,0.0096931
64,232.407,0.43774,0.29,1,1.52002,0.00968815,0.00968815,0.00968815
65,235.893,0.41956,0.68,1,0.63257,0.0096832,0.0096832,0.0096832
66,239.448,0.43052,0.78,1,0.7688,0.00967825,0.00967825,0.00967825
67,242.974,0.38178,0.72,1,1.04712,0.0096733,0.0096733,0.0096733
68,246.504,0.46841,0.18,1,1.61523,0.00966835,0.00966835,0.00966835
69,250.032,0.49932,0.17,1,1.6709,0.0096634,0.0096634,0.0096634
70,253.628,0.45157,0.22,1,1.18848,0.00965845,0.00965845,0.00965845
71,257.162,0.52764,0.19,1,1.13379,0.0096535,0.0096535,0.0096535
72,260.648,0.47737,0.25,1,1.22168,0.00964855,0.00964855,0.00964855
73,264.141,0.42168,0.26,1,0.93164,0.0096436,0.0096436,0.0096436
74,267.705,0.41311,0.3,1,0.90649,0.00963865,0.00963865,0.00963865
75,271.202,0.41052,0.3,1,0.9187,0.0096337,0.0096337,0.0096337
76,274.744,0.47933,0.37,1,1.13232,0.00962875,0.00962875,0.00962875
77,278.212,0.47603,0.55,1,1.31641,0.0096238,0.0096238,0.0096238
78,281.693,0.72803,0.29,1,1.12744,0.00961885,0.00961885,0.00961885
