Epoch,Phase,Loss,Accuracy
1,train,0.34986653336336915,0.9675574816419886
1,test,0.4192021116270645,0.8905689390056382
2,train,0.3483003284923434,0.9682195738533766
2,test,0.4177551808753177,0.8947975397232188
3,train,0.34861644963660193,0.9688214758637294
3,test,0.4222126370329297,0.8915940543311123
4,train,0.3470858332266141,0.9696039484771879
4,test,0.4166722633727449,0.8985135827780625
5,train,0.34739337357298566,0.970747562296858
5,test,0.42050852649093345,0.8926191696565864
6,train,0.3471101831124121,0.9694835680751174
6,test,0.4145673998406702,0.8999231163505894
7,train,0.3461701957466543,0.970506801492717
7,test,0.4167483129420689,0.8980010251153254
8,train,0.34586987028530075,0.9712892741061755
8,test,0.41240148848903174,0.9042798564838544
9,train,0.3445424702073659,0.9723726977248104
9,test,0.4145406241266621,0.8997949769349052
10,train,0.3435563870654204,0.9735765017455158
10,test,0.4160352695269318,0.8965914915427985
11,train,0.3451601166551231,0.9726134585289514
11,test,0.4147027351653374,0.9015889287544848
12,train,0.3432993075829544,0.9751414469724329
12,test,0.4162781350066392,0.8987698616094311
13,train,0.3442558790531861,0.9717106055134224
13,test,0.4142943203663105,0.9026140440799589
14,train,0.34357515218542906,0.972733838931022
14,test,0.41478767053155885,0.8978728856996412
15,train,0.34219002487987504,0.9758035391838209
15,test,0.41519174453296886,0.900179395181958
16,train,0.3416101656673875,0.9753220175755387
16,test,0.4128581124779385,0.9041517170681701
17,train,0.3418924383046869,0.9749006861682917
17,test,0.4192187988043198,0.8941568426447976
18,train,0.34127813890850817,0.9756831587817503
18,test,0.4132454515511656,0.9028703229113275
19,train,0.3390510608440446,0.9774888648128085
19,test,0.4165151644247975,0.8965914915427985
20,train,0.34045712658970656,0.9765860117972793
20,test,0.41646458627870914,0.8956945156330087
21,train,0.34061466289281245,0.9760442999879619
21,test,0.4114111357472115,0.9014607893388006
22,train,0.3407613865926232,0.9761646803900325
22,test,0.41407877164031226,0.8990261404407995
23,train,0.3401064891038538,0.9772481040086674
