epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
50,179.91,0.34546,0.46,1,1.59326,0.00975745,0.00975745,0.00975745
51,183.386,0.2938,0.57,1,1.07251,0.0097525,0.0097525,0.0097525
52,186.896,0.36597,0.46,1,1.78906,0.00974755,0.00974755,0.00974755
53,190.458,0.43546,0.67,1,0.86401,0.0097426,0.0097426,0.0097426
54,194.009,0.31861,0.62,1,0.98853,0.00973765,0.00973765,0.00973765
55,197.679,0.31449,0.75,1,0.93848,0.0097327,0.0097327,0.0097327
56,201.235,0.27366,0.79,1,0.71167,0.00972775,0.00972775,0.00972775
57,204.82,0.19624,0.69,1,0.82495,0.0097228,0.0097228,0.0097228
58,208.407,0.24524,0.69,1,0.96753,0.00971785,0.00971785,0.00971785
59,212.053,0.27546,0.68,1,0.92041,0.0097129,0.0097129,0.0097129
60,215.592,0.31495,0.58,1,1.71143,0.00970795,0.00970795,0.00970795
61,219.195,0.26635,0.67,1,1.33252,0.009703,0.009703,0.009703
62,222.786,0.20499,0.79,1,0.79834,0.00969805,0.00969805,0.00969805
63,226.383,0.20543,0.77,1,0.65991,0.0096931,0.0096931,0.0096931
64,229.935,0.22883,0.68,1,1.08911,0.00968815,0.00968815,0.00968815
65,233.554,0.24377,0.75,1,0.76685,0.0096832,0.0096832,0.0096832
66,237.077,0.24213,0.71,1,1.02783,0.00967825,0.00967825,0.00967825
67,240.669,0.20062,0.61,1,1.1123,0.0096733,0.0096733,0.0096733
68,244.221,0.19224,0.76,1,1.01416,0.00966835,0.00966835,0.00966835
69,247.81,0.23457,0.79,1,0.61047,0.0096634,0.0096634,0.0096634
70,251.314,0.30333,0.78,1,0.46179,0.00965845,0.00965845,0.00965845
71,254.951,0.47367,0.81,1,0.52649,0.0096535,0.0096535,0.0096535
72,258.444,0.18987,0.64,1,1.58643,0.00964855,0.00964855,0.00964855
73,261.972,0.19878,0.56,1,1.77051,0.0096436,0.0096436,0.0096436
74,4.78133,0.22606,0.6,1,1.41016,0.00963865,0.00963865,0.00963865
75,8.33227,0.17408,0.6,1,1.34473,0.0096337,0.0096337,0.0096337
76,11.7325,0.44698,0.61,1,1.23633,0.00962875,0.00962875,0.00962875
77,15.1805,0.31426,0.58,1,1.38672,0.0096238,0.0096238,0.0096238
78,18.6454,0.20739,0.69,1,0.88892,0.00961885,0.00961885,0.00961885
79,22.1057,0.18289,0.61,1,1.07373,0.0096139,0.0096139,0.0096139
80,25.5934,0.20608,0.57,1,1.78613,0.00960895,0.00960895,0.00960895
81,29.079,0.22128,0.51,1,2.13184,0.009604,0.009604,0.009604
82,32.5588,0.0982,0.45,1,2.37695,0.00959905,0.00959905,0.00959905
83,36.024,0.21279,0.57,1,1.60693,0.0095941,0.0095941,0.0095941
84,39.5581,0.26268,0.57,1,1.25269,0.00958915,0.00958915,0.00958915
85,43.0132,0.18232,0.58,1,1.33643,0.0095842,0.0095842,0.0095842
86,46.5011,0.24786,0.65,1,1.49609,0.00957925,0.00957925,0.00957925
87,50.0331,0.15291,0.7,1,1.04126,0.0095743,0.0095743,0.0095743
88,53.5535,0.14533,0.65,1,0.96216,0.00956935,0.00956935,0.00956935
89,57.0184,0.2272,0.59,1,1.38525,0.0095644,0.0095644,0.0095644
90,60.5549,0.19929,0.46,1,3.20996,0.00955945,0.00955945,0.00955945
91,64.1107,0.16812,0.62,1,1.71045,0.0095545,0.0095545,0.0095545
92,67.6167,0.22197,0.72,1,1.10767,0.00954955,0.00954955,0.00954955
93,5.41353,0.12544,0.77,1,0.84106,0.0095446,0.0095446,0.0095446
94,9.02523,0.12452,0.72,1,1.12158,0.00953965,0.00953965,0.00953965
95,12.4364,0.23529,0.7,1,1.26221,0.0095347,0.0095347,0.0095347
96,15.9335,0.16118,0.71,1,1.10938,0.00952975,0.00952975,0.00952975
97,19.4536,0.166,0.66,1,1.06763,0.0095248,0.0095248,0.0095248
98,22.9412,0.18711,0.82,1,0.73047,0.00951985,0.00951985,0.00951985
99,26.4306,0.08752,0.85,1,0.57385,0.0095149,0.0095149,0.0095149
100,29.9708,0.20231,0.74,1,0.74341,0.00950995,0.00950995,0.00950995
101,33.4698,0.11176,0.68,1,1.09106,0.009505,0.009505,0.009505
102,36.9545,0.06791,0.64,1,1.24365,0.00950005,0.00950005,0.00950005
103,40.4591,0.06773,0.63,1,1.52246,0.0094951,0.0094951,0.0094951
104,44.0182,0.14367,0.62,1,1.65527,0.00949015,0.00949015,0.00949015
105,47.5512,0.05763,0.67,1,1.28955,0.0094852,0.0094852,0.0094852
106,5.49598,0.08404,0.69,1,1.30322,0.00948025,0.00948025,0.00948025
107,9.06907,0.0448,0.67,1,1.31982,0.0094753,0.0094753,0.0094753
108,12.5733,0.14713,0.55,1,1.98047,0.00947035,0.00947035,0.00947035
109,16.0897,0.07606,0.62,1,1.64355,0.0094654,0.0094654,0.0094654
110,19.5639,0.07246,0.69,1,1.3103,0.00946045,0.00946045,0.00946045
111,23.0385,0.07782,0.75,1,1.29688,0.0094555,0.0094555,0.0094555
112,26.5394,0.05521,0.71,1,1.18359,0.00945055,0.00945055,0.00945055
113,30.0185,0.06105,0.72,1,1.12817,0.0094456,0.0094456,0.0094456
114,33.5045,0.04092,0.7,1,1.45264,0.00944065,0.00944065,0.00944065
115,36.989,0.05525,0.64,1,1.65234,0.0094357,0.0094357,0.0094357
116,40.5264,0.08994,0.59,1,1.99463,0.00943075,0.00943075,0.00943075
117,44.1043,0.03443,0.6,1,2.16699,0.0094258,0.0094258,0.0094258
118,47.6126,0.03298,0.67,1,2.40234,0.00942085,0.00942085,0.00942085
119,51.2033,0.11325,0.67,1,2.71289,0.0094159,0.0094159,0.0094159
120,54.7293,0.0435,0.68,1,2.39844,0.00941095,0.00941095,0.00941095
121,58.2742,0.10452,0.65,1,2.41797,0.009406,0.009406,0.009406
122,61.729,0.06731,0.71,1,2.19824,0.00940105,0.00940105,0.00940105
123,65.2695,0.06453,0.74,1,1.93652,0.0093961,0.0093961,0.0093961
124,68.7849,0.0769,0.7,1,1.83887,0.00939115,0.00939115,0.00939115
125,72.362,0.05815,0.75,1,1.49146,0.0093862,0.0093862,0.0093862
126,75.8787,0.1091,0.68,1,1.90527,0.00938125,0.00938125,0.00938125
127,79.4458,0.1137,0.7,1,1.42383,0.0093763,0.0093763,0.0093763
128,82.935,0.10148,0.7,1,2.33545,0.00937135,0.00937135,0.00937135
129,86.4832,0.1367,0.64,1,2.7832,0.0093664,0.0093664,0.0093664
130,89.9997,0.0863,0.6,1,2.18164,0.00936145,0.00936145,0.00936145
131,93.5241,0.26598,0.74,1,1.58447,0.0093565,0.0093565,0.0093565
132,97.0245,0.08467,0.73,1,1.27881,0.00935155,0.00935155,0.00935155
133,100.571,0.10821,0.57,1,1.40625,0.0093466,0.0093466,0.0093466
134,104.02,0.16647,0.67,1,1.23315,0.00934165,0.00934165,0.00934165
135,107.582,0.06376,0.66,1,1.3418,0.0093367,0.0093367,0.0093367
136,111.078,0.60011,0.6,1,1.49268,0.00933175,0.00933175,0.00933175
137,114.557,0.13114,0.6,1,1.82178,0.0093268,0.0093268,0.0093268
138,118.066,0.16738,0.63,1,1.34717,0.00932185,0.00932185,0.00932185
139,121.608,0.13614,0.66,1,1.10498,0.0093169,0.0093169,0.0093169
140,125.119,0.1099,0.7,1,1.13379,0.00931195,0.00931195,0.00931195
141,128.711,0.12384,0.61,1,1.60596,0.009307,0.009307,0.009307
142,132.178,0.17537,0.62,1,1.79492,0.00930205,0.00930205,0.00930205
143,135.764,0.07464,0.61,1,1.69092,0.0092971,0.0092971,0.0092971
144,139.232,0.07698,0.56,1,1.81494,0.00929215,0.00929215,0.00929215
145,142.785,0.15305,0.55,1,1.69043,0.0092872,0.0092872,0.0092872
146,146.284,0.09438,0.71,1,1.42627,0.00928225,0.00928225,0.00928225
147,149.798,0.11792,0.66,1,1.40479,0.0092773,0.0092773,0.0092773
148,153.294,0.14334,0.7,1,1.14111,0.00927235,0.00927235,0.00927235
149,156.859,0.13276,0.64,1,1.37061,0.0092674,0.0092674,0.0092674
150,160.374,0.19831,0.61,1,1.67383,0.00926245,0.00926245,0.00926245
151,163.956,0.10604,0.64,1,1.38037,0.0092575,0.0092575,0.0092575
152,167.472,0.16567,0.58,1,1.73389,0.00925255,0.00925255,0.00925255
153,171.026,0.1458,0.67,1,1.5127,0.0092476,0.0092476,0.0092476
154,174.613,0.15969,0.72,1,1.3584,0.00924265,0.00924265,0.00924265
155,178.234,0.1086,0.69,1,1.69141,0.0092377,0.0092377,0.0092377
156,181.779,0.12953,0.68,1,1.81445,0.00923275,0.00923275,0.00923275
157,185.287,0.11674,0.69,1,1.65723,0.0092278,0.0092278,0.0092278
158,188.828,0.08805,0.7,1,1.29443,0.00922285,0.00922285,0.00922285
159,192.332,0.14891,0.68,1,1.28931,0.0092179,0.0092179,0.0092179
160,195.796,0.06036,0.63,1,1.60596,0.00921295,0.00921295,0.00921295
161,199.352,0.1564,0.61,1,1.57812,0.009208,0.009208,0.009208
162,202.89,0.10503,0.61,1,1.66211,0.00920305,0.00920305,0.00920305
163,206.434,0.09347,0.62,1,1.86279,0.0091981,0.0091981,0.0091981
164,209.953,0.10237,0.65,1,1.74902,0.00919315,0.00919315,0.00919315
165,213.515,0.17327,0.66,1,1.48486,0.0091882,0.0091882,0.0091882
166,216.975,0.15214,0.68,1,1.45703,0.00918325,0.00918325,0.00918325
167,220.517,0.1019,0.69,1,1.17847,0.0091783,0.0091783,0.0091783
168,224.081,0.06623,0.72,1,1.03369,0.00917335,0.00917335,0.00917335
169,227.683,0.07416,0.69,1,1.03613,0.0091684,0.0091684,0.0091684
170,231.198,0.09827,0.73,1,1.05298,0.00916345,0.00916345,0.00916345
171,234.75,0.13228,0.71,1,1.07886,0.0091585,0.0091585,0.0091585
172,238.446,0.10411,0.47,1,2.63281,0.00915355,0.00915355,0.00915355
173,242.003,0.08054,0.49,1,3.15332,0.0091486,0.0091486,0.0091486
174,245.606,0.11084,0.53,1,2.58447,0.00914365,0.00914365,0.00914365
175,249.173,0.0675,0.53,1,2.5332,0.0091387,0.0091387,0.0091387
176,252.76,0.1167,0.57,1,2.30664,0.00913375,0.00913375,0.00913375
177,256.293,0.08877,0.66,1,1.73584,0.0091288,0.0091288,0.0091288
178,259.938,0.10373,0.69,1,1.25537,0.00912385,0.00912385,0.00912385
179,263.471,0.05649,0.71,1,1.04761,0.0091189,0.0091189,0.0091189
180,267.087,0.09468,0.68,1,1.02515,0.00911395,0.00911395,0.00911395
181,270.618,0.13978,0.65,1,1.11841,0.009109,0.009109,0.009109
182,274.12,0.0787,0.77,1,0.90674,0.00910405,0.00910405,0.00910405
183,277.598,0.11713,0.77,1,0.8728,0.0090991,0.0090991,0.0090991
184,281.087,0.26391,0.68,1,1.39307,0.00909415,0.00909415,0.00909415
185,284.642,0.24432,0.64,1,1.45679,0.0090892,0.0090892,0.0090892
186,288.2,0.12857,0.74,1,0.91211,0.00908425,0.00908425,0.00908425
187,291.715,0.11577,0.72,1,1.2373,0.0090793,0.0090793,0.0090793
188,295.213,0.07352,0.69,1,1.68359,0.00907435,0.00907435,0.00907435
189,298.75,0.09409,0.73,1,1.13135,0.0090694,0.0090694,0.0090694
190,302.249,0.10713,0.73,1,1.12988,0.00906445,0.00906445,0.00906445
191,305.849,0.13937,0.68,1,1.54443,0.0090595,0.0090595,0.0090595
192,309.353,0.10832,0.66,1,1.73682,0.00905455,0.00905455,0.00905455
193,312.857,0.22423,0.71,1,1.34521,0.0090496,0.0090496,0.0090496
194,316.39,0.09337,0.74,1,1.24463,0.00904465,0.00904465,0.00904465
195,319.95,0.09415,0.74,1,1.29248,0.0090397,0.0090397,0.0090397
196,323.565,0.07953,0.71,1,0.98901,0.00903475,0.00903475,0.00903475
197,327.1,0.17395,0.7,1,1.17578,0.0090298,0.0090298,0.0090298
198,330.67,0.06001,0.58,1,1.52148,0.00902485,0.00902485,0.00902485
199,334.209,0.05449,0.62,1,1.51172,0.0090199,0.0090199,0.0090199
200,337.709,0.09696,0.62,1,1.78809,0.00901495,0.00901495,0.00901495
201,341.234,0.1825,0.74,1,1.62549,0.00901,0.00901,0.00901
202,344.742,0.11707,0.6,1,1.98438,0.00900505,0.00900505,0.00900505
203,348.227,0.13361,0.62,1,1.80029,0.0090001,0.0090001,0.0090001
204,351.759,0.12385,0.62,1,1.56982,0.00899515,0.00899515,0.00899515
205,355.231,0.11091,0.68,1,1.06616,0.0089902,0.0089902,0.0089902
206,358.734,0.12401,0.71,1,0.86328,0.00898525,0.00898525,0.00898525
207,362.226,0.20671,0.64,1,1.0918,0.0089803,0.0089803,0.0089803
208,365.741,0.12656,0.57,1,1.68799,0.00897535,0.00897535,0.00897535
209,369.238,0.11659,0.62,1,1.47119,0.0089704,0.0089704,0.0089704
210,372.808,0.10586,0.69,1,1.17334,0.00896545,0.00896545,0.00896545
211,376.297,0.08238,0.68,1,1.09058,0.0089605,0.0089605,0.0089605
212,379.837,0.07711,0.69,1,1.0061,0.00895555,0.00895555,0.00895555
213,383.316,0.12198,0.6,1,1.46533,0.0089506,0.0089506,0.0089506
214,386.844,0.11968,0.5,1,2.57715,0.00894565,0.00894565,0.00894565
215,390.319,0.05448,0.49,1,2.69043,0.0089407,0.0089407,0.0089407
216,393.828,0.09008,0.56,1,1.56714,0.00893575,0.00893575,0.00893575
217,397.364,0.04954,0.65,1,1.40967,0.0089308,0.0089308,0.0089308
218,400.875,0.04778,0.63,1,1.32886,0.00892585,0.00892585,0.00892585
219,404.398,0.11594,0.62,1,1.50244,0.0089209,0.0089209,0.0089209
220,407.899,0.0439,0.66,1,1.60254,0.00891595,0.00891595,0.00891595
221,411.502,0.03841,0.67,1,1.53223,0.008911,0.008911,0.008911
222,415.07,0.0859,0.72,1,1.18945,0.00890605,0.00890605,0.00890605
223,418.589,0.05847,0.74,1,1.05005,0.0089011,0.0089011,0.0089011
224,422.11,0.11285,0.74,1,1.0022,0.00889615,0.00889615,0.00889615
225,425.594,0.05717,0.67,1,1.32812,0.0088912,0.0088912,0.0088912
226,429.103,0.07902,0.6,1,1.92676,0.00888625,0.00888625,0.00888625
227,432.64,0.2302,0.62,1,1.7334,0.0088813,0.0088813,0.0088813
228,436.148,0.04087,0.5,1,2.45898,0.00887635,0.00887635,0.00887635
229,439.662,0.06047,0.51,1,2.34229,0.0088714,0.0088714,0.0088714
230,443.117,0.12075,0.53,1,2.30957,0.00886645,0.00886645,0.00886645
231,446.592,0.11378,0.56,1,2.36523,0.0088615,0.0088615,0.0088615
232,450.265,0.11326,0.54,1,2.12891,0.00885655,0.00885655,0.00885655
233,453.78,0.09614,0.51,1,1.94922,0.0088516,0.0088516,0.0088516
234,457.337,0.12206,0.57,1,1.43018,0.00884665,0.00884665,0.00884665
235,460.908,0.07706,0.62,1,1.17773,0.0088417,0.0088417,0.0088417
236,464.434,0.0601,0.81,1,0.75134,0.00883675,0.00883675,0.00883675
237,467.945,0.06775,0.8,1,0.68994,0.0088318,0.0088318,0.0088318
238,471.521,0.10314,0.81,1,0.78369,0.00882685,0.00882685,0.00882685
239,475.066,0.08848,0.8,1,1.02783,0.0088219,0.0088219,0.0088219
240,478.582,0.08242,0.75,1,1.14062,0.00881695,0.00881695,0.00881695
241,482.152,0.12635,0.73,1,1.36182,0.008812,0.008812,0.008812
242,485.682,0.06808,0.71,1,1.28418,0.00880705,0.00880705,0.00880705
243,489.218,0.08867,0.67,1,1.36914,0.0088021,0.0088021,0.0088021
244,492.731,0.06328,0.56,1,1.87939,0.00879715,0.00879715,0.00879715
245,496.26,0.09649,0.61,1,1.89746,0.0087922,0.0087922,0.0087922
246,499.75,0.10348,0.66,1,1.49219,0.00878725,0.00878725,0.00878725
247,503.266,0.06138,0.67,1,1.69678,0.0087823,0.0087823,0.0087823
248,506.742,0.0428,0.68,1,1.28809,0.00877735,0.00877735,0.00877735
249,510.327,0.06004,0.73,1,1.2832,0.0087724,0.0087724,0.0087724
250,513.935,0.08812,0.7,1,1.3125,0.00876745,0.00876745,0.00876745
251,517.492,0.07903,0.69,1,1.37793,0.0087625,0.0087625,0.0087625
252,520.967,0.05644,0.68,1,1.44824,0.00875755,0.00875755,0.00875755
253,524.489,0.055,0.64,1,1.64209,0.0087526,0.0087526,0.0087526
254,528.018,0.03846,0.58,1,1.86768,0.00874765,0.00874765,0.00874765
255,531.516,0.06707,0.59,1,2.06299,0.0087427,0.0087427,0.0087427
256,534.959,0.06087,0.6,1,1.91504,0.00873775,0.00873775,0.00873775
257,538.432,0.03261,0.61,1,1.72461,0.0087328,0.0087328,0.0087328
258,541.939,0.03851,0.57,1,2.11133,0.00872785,0.00872785,0.00872785
259,545.436,0.06442,0.57,1,2.11865,0.0087229,0.0087229,0.0087229
260,548.894,0.06704,0.6,1,1.99854,0.00871795,0.00871795,0.00871795
261,552.429,0.04687,0.69,1,1.51318,0.008713,0.008713,0.008713
262,555.909,0.025,0.72,1,1.38916,0.00870805,0.00870805,0.00870805
263,559.421,0.05027,0.72,1,1.55713,0.0087031,0.0087031,0.0087031
264,562.945,0.07368,0.61,1,1.96094,0.00869815,0.00869815,0.00869815
265,566.455,0.04053,0.58,1,2.11621,0.0086932,0.0086932,0.0086932
266,569.982,0.08757,0.65,1,1.71729,0.00868825,0.00868825,0.00868825
267,573.517,0.18151,0.75,1,1.41284,0.0086833,0.0086833,0.0086833
268,577.026,0.07577,0.68,1,1.43262,0.00867835,0.00867835,0.00867835
269,580.537,0.02381,0.67,1,1.30225,0.0086734,0.0086734,0.0086734
270,584.051,0.05663,0.67,1,1.5127,0.00866845,0.00866845,0.00866845
271,587.583,0.09173,0.63,1,1.79932,0.0086635,0.0086635,0.0086635
272,591.151,0.10745,0.66,1,1.6416,0.00865855,0.00865855,0.00865855
273,594.671,0.10468,0.69,1,1.2207,0.0086536,0.0086536,0.0086536
274,598.19,0.02075,0.76,1,0.93628,0.00864865,0.00864865,0.00864865
275,601.668,0.06063,0.73,1,0.97339,0.0086437,0.0086437,0.0086437
276,605.138,0.03364,0.66,1,1.35156,0.00863875,0.00863875,0.00863875
277,608.676,0.08045,0.62,1,1.93506,0.0086338,0.0086338,0.0086338
278,612.13,0.07567,0.64,1,1.87109,0.00862885,0.00862885,0.00862885
279,615.699,0.07161,0.62,1,1.92285,0.0086239,0.0086239,0.0086239
280,619.266,0.07711,0.65,1,1.84717,0.00861895,0.00861895,0.00861895
281,622.748,0.06242,0.66,1,1.72998,0.008614,0.008614,0.008614
282,626.255,0.16923,0.68,1,1.42383,0.00860905,0.00860905,0.00860905
283,629.734,0.04185,0.7,1,1.58301,0.0086041,0.0086041,0.0086041
284,633.204,0.05649,0.74,1,1.43701,0.00859915,0.00859915,0.00859915
285,636.765,0.11494,0.74,1,1.36279,0.0085942,0.0085942,0.0085942
286,640.234,0.02773,0.63,1,1.38867,0.00858925,0.00858925,0.00858925
287,643.814,0.0555,0.65,1,1.2832,0.0085843,0.0085843,0.0085843
288,647.33,0.04737,0.75,1,1.08228,0.00857935,0.00857935,0.00857935
289,650.856,0.04423,0.69,1,1.30029,0.0085744,0.0085744,0.0085744
290,654.367,0.08146,0.56,1,1.83691,0.00856945,0.00856945,0.00856945
291,657.897,0.0632,0.56,1,2.28809,0.0085645,0.0085645,0.0085645
292,661.368,0.08366,0.51,1,2.5127,0.00855955,0.00855955,0.00855955
293,664.875,0.05693,0.52,1,2.62012,0.0085546,0.0085546,0.0085546
294,668.42,0.08127,0.61,1,2.63477,0.00854965,0.00854965,0.00854965
295,671.982,0.04338,0.62,1,2.38281,0.0085447,0.0085447,0.0085447
296,675.518,0.07675,0.67,1,2.19922,0.00853975,0.00853975,0.00853975
297,679.028,0.04755,0.66,1,2.1582,0.0085348,0.0085348,0.0085348
298,682.543,0.066,0.66,1,1.97656,0.00852985,0.00852985,0.00852985
299,686.046,0.0372,0.64,1,2.16309,0.0085249,0.0085249,0.0085249
300,689.549,0.07016,0.65,1,2.22168,0.00851995,0.00851995,0.00851995
301,693.048,0.06026,0.7,1,1.99268,0.008515,0.008515,0.008515
302,696.577,0.04042,0.72,1,1.61621,0.00851005,0.00851005,0.00851005
303,700.061,0.04484,0.73,1,1.69385,0.0085051,0.0085051,0.0085051
304,703.513,0.0485,0.75,1,1.74512,0.00850015,0.00850015,0.00850015
305,707.03,0.04937,0.73,1,1.74463,0.0084952,0.0084952,0.0084952
306,710.562,0.14075,0.68,1,1.98975,0.00849025,0.00849025,0.00849025
307,714.079,0.03918,0.69,1,1.6626,0.0084853,0.0084853,0.0084853
308,717.584,0.02393,0.7,1,1.71631,0.00848035,0.00848035,0.00848035
309,721.088,0.02412,0.7,1,1.67334,0.0084754,0.0084754,0.0084754
310,724.589,0.02619,0.69,1,1.51318,0.00847045,0.00847045,0.00847045
311,728.166,0.03198,0.66,1,1.78174,0.0084655,0.0084655,0.0084655
312,731.669,0.02804,0.59,1,2.35059,0.00846055,0.00846055,0.00846055
313,735.189,0.05259,0.59,1,2.29736,0.0084556,0.0084556,0.0084556
314,738.712,0.04039,0.59,1,2.5752,0.00845065,0.00845065,0.00845065
315,742.256,0.04418,0.63,1,2.36914,0.0084457,0.0084457,0.0084457
316,745.749,0.03675,0.7,1,2.19824,0.00844075,0.00844075,0.00844075
317,749.266,0.04788,0.71,1,1.99609,0.0084358,0.0084358,0.0084358
318,752.818,0.06989,0.69,1,1.53613,0.00843085,0.00843085,0.00843085
319,756.325,0.03091,0.74,1,1.34326,0.0084259,0.0084259,0.0084259
320,759.874,0.07998,0.77,1,1.18164,0.00842095,0.00842095,0.00842095
321,763.404,0.06531,0.74,1,1.24951,0.008416,0.008416,0.008416
322,766.905,0.0301,0.7,1,1.50098,0.00841105,0.00841105,0.00841105
323,770.414,0.10888,0.68,1,1.57764,0.0084061,0.0084061,0.0084061
324,773.915,0.05602,0.63,1,1.79199,0.00840115,0.00840115,0.00840115
325,777.426,0.14128,0.6,1,1.87549,0.0083962,0.0083962,0.0083962
326,781.024,0.09698,0.56,1,2.27148,0.00839125,0.00839125,0.00839125
327,784.581,0.07033,0.59,1,2.00146,0.0083863,0.0083863,0.0083863
328,788.008,0.13464,0.67,1,1.1875,0.00838135,0.00838135,0.00838135
329,791.559,0.082,0.64,1,1.29248,0.0083764,0.0083764,0.0083764
330,795.108,0.08866,0.67,1,1.29688,0.00837145,0.00837145,0.00837145
331,798.63,0.04457,0.71,1,0.979,0.0083665,0.0083665,0.0083665
332,802.15,0.09061,0.74,1,1.00195,0.00836155,0.00836155,0.00836155
333,805.715,0.12007,0.74,1,1.21045,0.0083566,0.0083566,0.0083566
334,809.236,0.04873,0.72,1,1.33154,0.00835165,0.00835165,0.00835165
335,812.715,0.11135,0.72,1,1.44824,0.0083467,0.0083467,0.0083467
336,816.228,0.07045,0.72,1,1.22949,0.00834175,0.00834175,0.00834175
337,819.745,0.09424,0.69,1,1.46045,0.0083368,0.0083368,0.0083368
338,823.274,0.08649,0.67,1,1.53174,0.00833185,0.00833185,0.00833185
339,826.837,0.02428,0.65,1,1.80762,0.0083269,0.0083269,0.0083269
340,830.394,0.05658,0.63,1,1.82568,0.00832195,0.00832195,0.00832195
341,833.959,0.07769,0.62,1,1.81934,0.008317,0.008317,0.008317
342,837.478,0.03657,0.61,1,1.80225,0.00831205,0.00831205,0.00831205
343,840.998,0.01771,0.63,1,1.66895,0.0083071,0.0083071,0.0083071
344,844.565,0.09191,0.63,1,1.57617,0.00830215,0.00830215,0.00830215
345,848.155,0.02497,0.63,1,1.53906,0.0082972,0.0082972,0.0082972
346,851.641,0.02521,0.69,1,1.30762,0.00829225,0.00829225,0.00829225
