Epoch,Phase,Loss
1,train,0.2301776324212551
1,test,0.8225148167212805
2,train,0.20786088806390762
2,test,0.8814338014523189
3,train,0.1827503242045641
3,test,0.6874731174608072
4,train,0.21044497968256473
4,test,0.6411322166522344
5,train,0.16173094925284387
5,test,0.8751281433304151
6,train,0.1503203539252281
6,test,0.9365961621701717
