epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
57,206.43,0.53161,0.77,1,0.76599,0.0097228,0.0097228,0.0097228
58,209.938,0.41261,0.84,1,0.771,0.00971785,0.00971785,0.00971785
59,213.597,0.38184,0.66,1,0.73047,0.0097129,0.0097129,0.0097129
60,217.065,0.4396,0.51,1,1.04614,0.00970795,0.00970795,0.00970795
61,220.592,0.46326,0.6,1,0.95679,0.009703,0.009703,0.009703
62,224.082,0.46142,0.71,1,1.11426,0.00969805,0.00969805,0.00969805
63,227.636,0.43,0.7,1,1.15186,0.0096931,0.0096931,0.0096931
64,231.149,0.39168,0.59,1,1.07886,0.00968815,0.00968815,0.00968815
65,234.705,0.52222,0.7,1,1.04431,0.0096832,0.0096832,0.0096832
66,238.206,0.52165,0.56,1,0.7959,0.00967825,0.00967825,0.00967825
67,241.714,0.41817,0.44,1,0.84619,0.0096733,0.0096733,0.0096733
68,245.232,0.36384,0.46,1,1.03174,0.00966835,0.00966835,0.00966835
69,248.745,0.36986,0.46,1,1.25635,0.0096634,0.0096634,0.0096634
70,252.22,0.39691,0.62,1,1.11279,0.00965845,0.00965845,0.00965845
71,255.67,0.44344,0.62,1,1.10864,0.0096535,0.0096535,0.0096535
72,259.15,0.42769,0.69,1,0.98657,0.00964855,0.00964855,0.00964855
73,262.669,0.36104,0.7,1,1.25586,0.0096436,0.0096436,0.0096436
74,266.179,0.42234,0.65,1,1.34448,0.00963865,0.00963865,0.00963865
75,269.639,0.36543,0.79,1,1.99951,0.0096337,0.0096337,0.0096337
76,273.131,0.37412,0.75,1,1.09692,0.00962875,0.00962875,0.00962875
77,276.594,0.39108,0.8,1,0.87793,0.0096238,0.0096238,0.0096238
78,280.118,0.39474,0.71,1,0.9541,0.00961885,0.00961885,0.00961885
79,283.623,0.38939,0.71,1,1.51123,0.0096139,0.0096139,0.0096139
80,287.122,0.38531,0.65,1,1.49365,0.00960895,0.00960895,0.00960895
81,290.65,0.26152,0.54,1,1.37061,0.009604,0.009604,0.009604
82,294.11,0.27321,0.57,1,1.93896,0.00959905,0.00959905,0.00959905
83,297.637,0.34438,0.49,1,1.89648,0.0095941,0.0095941,0.0095941
84,301.089,0.25733,0.58,1,1.37109,0.00958915,0.00958915,0.00958915
85,304.569,0.48262,0.44,1,1.89502,0.0095842,0.0095842,0.0095842
86,308.093,0.40725,0.56,1,1.43945,0.00957925,0.00957925,0.00957925
87,311.585,0.43878,0.56,1,1.5835,0.0095743,0.0095743,0.0095743
88,315.11,0.41035,0.57,1,1.22266,0.00956935,0.00956935,0.00956935
89,318.578,0.37098,0.57,1,1.19849,0.0095644,0.0095644,0.0095644
90,322.054,0.31962,0.45,1,1.4668,0.00955945,0.00955945,0.00955945
91,325.573,0.39943,0.52,1,1.16846,0.0095545,0.0095545,0.0095545
92,329.078,0.3347,0.56,1,0.94946,0.00954955,0.00954955,0.00954955
93,332.59,0.34428,0.49,1,1.31836,0.0095446,0.0095446,0.0095446
94,336.103,0.25634,0.55,1,1.4834,0.00953965,0.00953965,0.00953965
95,339.601,0.32769,0.62,1,1.2793,0.0095347,0.0095347,0.0095347
96,343.087,0.35342,0.74,1,0.99414,0.00952975,0.00952975,0.00952975
97,346.545,0.30377,0.67,1,0.79126,0.0095248,0.0095248,0.0095248
98,350.051,0.27778,0.73,1,0.75146,0.00951985,0.00951985,0.00951985
99,353.514,0.25921,0.75,1,0.81006,0.0095149,0.0095149,0.0095149
100,357.01,0.2388,0.78,1,1.11475,0.00950995,0.00950995,0.00950995
101,360.497,0.35499,0.79,1,0.96021,0.009505,0.009505,0.009505
102,364.048,0.43517,0.56,1,1.01099,0.00950005,0.00950005,0.00950005
103,367.541,0.26758,0.73,1,0.82129,0.0094951,0.0094951,0.0094951
104,371.03,0.32804,0.63,1,0.76074,0.00949015,0.00949015,0.00949015
105,374.518,0.34279,0.69,1,0.9502,0.0094852,0.0094852,0.0094852
106,378.054,0.36638,0.65,1,1.07422,0.00948025,0.00948025,0.00948025
107,381.516,0.36784,0.61,1,1.0061,0.0094753,0.0094753,0.0094753
108,385.006,0.26426,0.7,1,1.14087,0.00947035,0.00947035,0.00947035
109,388.514,0.39259,0.54,1,1.2583,0.0094654,0.0094654,0.0094654
110,392.122,0.33827,0.61,1,1.13574,0.00946045,0.00946045,0.00946045
111,395.574,0.20745,0.62,1,0.99414,0.0094555,0.0094555,0.0094555
112,399.054,0.30196,0.68,1,1.13965,0.00945055,0.00945055,0.00945055
113,402.563,0.30525,0.69,1,1.01099,0.0094456,0.0094456,0.0094456
114,406.055,0.25861,0.62,1,1.22705,0.00944065,0.00944065,0.00944065
115,409.591,0.26776,0.51,1,1.37939,0.0094357,0.0094357,0.0094357
116,413.091,0.15568,0.57,1,1.25928,0.00943075,0.00943075,0.00943075
117,416.593,0.19709,0.68,1,1.0166,0.0094258,0.0094258,0.0094258
118,420.074,0.20822,0.76,1,0.91077,0.00942085,0.00942085,0.00942085
