Epoch,Phase,Loss
1,train,0.5544504867196083
1,test,0.6951715377966563
2,train,0.35630259111523627
2,test,0.5637985018889109
3,train,0.3067183667421341
3,test,0.6540177083015442
4,train,0.25711550417542456
4,test,0.6420317156116168
5,train,0.2356541142165661
5,test,0.5618166507283846
6,train,0.2180452856719494
6,test,0.7325970153013865
7,train,0.20029307708144187
7,test,0.7730905650059382
